#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
2244	M+H	123784	1	Spectral Match to D-erythro-C18-Sphingosine from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.mgf2244	N/A	N/A	QqQ	Positive	ESI	300.29	lib-00032.mgf	Bronze	3	0.94307	2.03254	0.000610352	1	GNPS-NIST14-MATCHES	Data from Pieter C. Dorrestein	300.29	N/A	0	5	N/A	1	300.289	spectra/specs_ms.mgf	CCMSLIB00003136887	9305	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2254	M+H	2420566	1	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2254	N/A	N/A	HCD	Positive	ESI	281.247	lib-00032.mgf	Bronze	3	0.875104	0.651049	0.000183105	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	281.247	N/A	0	12	N/A	1	281.247	spectra/specs_ms.mgf	CCMSLIB00003136151	50200	UPDATE-SINGLE-ANNOTATED-BRONZE	Lipid
226	M+H	6809707	1	Spectral Match to Undecaethylene glycol from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.mgf226	N/A	N/A	QqQ	Positive	ESI	503.311	lib-00032.mgf	Bronze	3	0.922057	9.15568	0.00460815	1	GNPS-NIST14-MATCHES	Data from Karly Nisson	503.311	N/A	0	20	N/A	1	503.306	spectra/specs_ms.mgf	CCMSLIB00003135327	618243	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2260	M+H	13588959	1	Spectral Match to Leu-Val from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2260	N/A	N/A	QqQ	Positive	ESI	231.17	lib-00032.mgf	Bronze	3	0.937282	0.396041	9.15527e-05	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	231.17	N/A	0	5	N/A	1	231.17	spectra/specs_ms.mgf	CCMSLIB00003139095	3344	UPDATE-SINGLE-ANNOTATED-BRONZE	 
227	M+H-NH3	73223	1	Spectral Match to L-Tryptophan from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.mgf227	N/A	N/A	HCD	Positive	ESI	188.07	lib-00032.mgf	Bronze	3	0.934941	1.54154	0.000289917	1	GNPS-NIST14-MATCHES	Data from Pieter C Dorrestein	188.07	N/A	0	5	N/A	1	188.07	spectra/specs_ms.mgf	CCMSLIB00003137060	15210	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2279	M+H	51937009	1	Spectral Match to (Z,E)-Tetradeca-9,12-dienol from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2279	N/A	N/A	IT/ion trap	Positive	ESI	211.205	lib-00032.mgf	Bronze	3	0.702293	2.38413	0.00050354	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	211.205	N/A	0	6	N/A	1	211.206	spectra/specs_ms.mgf	CCMSLIB00003137131	2264	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2294	[M+H]+	N/A	1	Biliverdin	isolated	MoNA:VF-NPL-QEHF000102	0.0	spectra/specs_ms.mgf2294	InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,34-35H,1-2,9-12H2,3-6H3,(H,37,42)(H,38,39)(H,40,41)/b24-13-,27-14-,28-15-	N/A	ESI-QFT	positive	N/A	583.255	lib-00029.mgf	Bronze	3	0.938141	0.627874	0.000366211	1	MONA	MoNA	583.255	N/A	0	17	N/A	1	583.255	spectra/specs_ms.mgf	CCMSLIB00004691165	69320	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2297	M+H	N/A	1	Spectral Match to PyroGlu-Pro from NIST14	Isolated	Data deposited by pwiemann	0.0	spectra/specs_ms.mgf2297	N/A	N/A	Q-TOF	Positive	ESI	227.103	lib-00032.mgf	Bronze	3	0.787772	3.49382	0.000793457	1	GNPS-NIST14-MATCHES	Data from Wiemann	227.103	N/A	0	5	N/A	1	227.102	spectra/specs_ms.mgf	CCMSLIB00003138245	1681	UPDATE-SINGLE-ANNOTATED-BRONZE	 
231	M+H	93413695	1	Spectral Match to Venlafaxine from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf231	N/A	N/A	QqQ	Positive	in source ESI	278.211	lib-00032.mgf	Bronze	3	0.960904	0.329077	9.15527e-05	1	GNPS-NIST14-MATCHES	Data from Rob Knight	278.211	N/A	0	9	N/A	1	278.211	spectra/specs_ms.mgf	CCMSLIB00003136276	11068	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2346	M+H	448657	1	Spectral Match to Deuteroporphyrin IX from NIST14	Isolated	Data deposited by amcaraballor	0.0	spectra/specs_ms.mgf2346	N/A	N/A	HCD	Positive	ESI	511.231	lib-00032.mgf	Bronze	3	0.780853	6.2679	0.00320435	1	GNPS-NIST14-MATCHES	Data from M.T. Pupo	511.231	N/A	0	5	N/A	1	511.234	spectra/specs_ms.mgf	CCMSLIB00003136311	9489	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2362	M+H	 	1	TOP19 Psoriasis feature - Unknown FeatureID=3668	Lysate	lfnothias	0.0	spectra/specs_ms.mgf2362	 	 	qTof	Positive	LC-ESI	466.328	lib-00013.mgf	Bronze	3	0.954591	3.01035	0.00140381	1	GNPS-LIBRARY	Dorrestein	466.328	 	0	15	 	1	466.329	spectra/specs_ms.mgf	CCMSLIB00004684237	62858	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2369	M+H	 	1	TOP 8 Psoriasis feature - Unknown FeatureID=4262	Lysate	lfnothias	0.0	spectra/specs_ms.mgf2369	 	 	qTof	Positive	LC-ESI	438.297	lib-00013.mgf	Bronze	3	0.960341	1.60144	0.000701904	1	GNPS-LIBRARY	Dorrestein	438.297	 	0	14	 	1	438.298	spectra/specs_ms.mgf	CCMSLIB00004684235	58760	UPDATE-SINGLE-ANNOTATED-BRONZE	 
239	M+H	73223	1	Spectral Match to L-Tryptophan from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf239	N/A	N/A	Q-TOF	Positive	ESI	205.097	lib-00032.mgf	Bronze	3	0.987536	1.48796	0.000305176	1	GNPS-NIST14-MATCHES	Data from PDorrestein	205.097	N/A	0	7	N/A	1	205.097	spectra/specs_ms.mgf	CCMSLIB00003137142	54700	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2390	M+ACN+H	n/a	1	NCGC00385384-01![(6R)-6-hydroxy-2-methyl-5-oxo-6-[(2S,3S,9R,13R,14S,16R)-2,3,16-trihydroxy-4,4,9,13,14-pentamethyl-11-oxo-1,2,3,7,8,10,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]heptan-2-yl] acetate	isolated	lfnothias	562.351	spectra/specs_ms.mgf2390	InChI=1S/C32H50O8/c1-17(33)40-27(2,3)13-12-23(36)32(9,39)25-21(35)15-29(6)22-11-10-18-19(14-20(34)26(38)28(18,4)5)31(22,8)24(37)16-30(25,29)7/h10,19-22,25-26,34-35,38-39H,11-16H2,1-9H3/t19?,20-,21+,22?,25?,26+,29-,30+,31-,32-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	604.385	lib-00002.mgf	Gold	1	0.760414	31.1041	0.0187988	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	604.385	n/a	0	14	CC(=O)OC(C)(C)CCC(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(C[C@H](O)[C@@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C	1	604.404	spectra/specs_ms.mgf	CCMSLIB00000848396	4098	UPDATE-SINGLE-ANNOTATED-GOLD	 
2403	M+H	N/A	1	Spectral Match to Asn-Ile from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf2403	N/A	N/A	Q-TOF	Positive	ESI	246.146	lib-00032.mgf	Bronze	3	0.812582	7.31492	0.00180054	1	GNPS-NIST14-MATCHES	Data from Karin	246.146	N/A	0	8	N/A	1	246.144	spectra/specs_ms.mgf	CCMSLIB00003139471	2090	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2408	Cat	7182538	1	Spectral Match to N-Butylscopolaminium cation from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf2408	N/A	N/A	HCD	Positive	ESI	360.217	lib-00032.mgf	Bronze	3	0.905837	8.8956	0.00320435	1	GNPS-NIST14-MATCHES	Data from P. Dorrestein R. Knight	360.217	N/A	0	12	N/A	1	360.214	spectra/specs_ms.mgf	CCMSLIB00003137678	20504	UPDATE-SINGLE-ANNOTATED-BRONZE	 
244	M+H-NH3	301020	1	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf244	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	265.252	lib-00032.mgf	Bronze	3	0.919635	1.84082	0.000488281	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	265.252	N/A	0	11	N/A	1	265.253	spectra/specs_ms.mgf	CCMSLIB00003134686	34200	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2497	M+H	111626	1	Spectral Match to Oleic acid ethyl ester from NIST14	Isolated	Data deposited by rsilva	0.0	spectra/specs_ms.mgf2497	N/A	N/A	HCD	Positive	ESI	311.29	lib-00032.mgf	Bronze	3	0.920874	13.1368	0.00408936	1	GNPS-NIST14-MATCHES	Data from Rob Knight	311.29	N/A	0	11	N/A	1	311.294	spectra/specs_ms.mgf	CCMSLIB00003136619	128800	UPDATE-SINGLE-ANNOTATED-BRONZE	 
251	M+H	301020	1	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf251	N/A	N/A	HCD	Positive	ESI	282.279	lib-00032.mgf	Bronze	3	0.88308	0	0	1	GNPS-NIST14-MATCHES	Data from P. Dorrestein R. Knight	282.279	N/A	0	10	N/A	1	282.279	spectra/specs_ms.mgf	CCMSLIB00003139836	10260	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2511	[M+H]+	84057-84-1	1	Massbank:EA267605 Lamotrigine|6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine	Isolated	Massbank	0.0	spectra/specs_ms.mgf2511	1S/C9H7Cl2N5/c10-5-3-1-2-4(6(5)11)7-8(12)14-9(13)16-15-7/h1-3H,(H4,12,13,14,16)	N/A	LC-ESI-ITFT	Positive	ESI	256.015	lib-00004.mgf	Bronze	3	0.786667	1.19202	0.000305176	1	MASSBANK	Putative Massbank Match	256.015	N/A	0	5	Cl-c(ccc1)c(Cl)c1-c(nnc2N)c(n2)N	1	256.015	spectra/specs_ms.mgf	CCMSLIB00000210202	4060	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2527	2M+H	 	1	"(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7,12-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	404.256	spectra/specs_ms.mgf2527	"InChI=1S/C24H36O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-18,22,25H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	809.52	lib-00001.mgf	Gold	1	0.798194	0.753967	0.000610352	1	BILELIB19	Dorrestein	809.52	 	0	14	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)C(C[C@@]3([H])[C@@]2([H])C(C[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)=O)=O)CCC(O)=O	1	809.521	spectra/specs_ms.mgf	CCMSLIB00005464812	777560	UPDATE-SINGLE-ANNOTATED-GOLD	 
2528	2M+H	 	1	"(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	406.272	spectra/specs_ms.mgf2528	"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-19,22,25-26H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19+,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	813.551	lib-00001.mgf	Gold	1	0.834436	0.0750231	6.10352e-05	1	BILELIB19	Dorrestein	813.551	 	0	15	O[C@H]1CC[C@@]2(C)[C@H](C[C@H](O)[C@]([C@H]3[C@@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC3)([H])[C@@H]2CC4=O)C1	1	813.551	spectra/specs_ms.mgf	CCMSLIB00005465143	516047	UPDATE-SINGLE-ANNOTATED-GOLD	 
2529	[M+H]	N/A	1	"(4R)-4-[(5S,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3,7,12-trioxo-1,2,4,5,6,8,9,11,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pentanoic acid"	Commercial	Garg_Neha	402.241	spectra/specs_ms.mgf2529	N/A	N/A	qTof	Positive	LC-ESI	403.248	lib-00005.mgf	Gold	1	0.939929	1.21087	0.000488281	1	GNPS-NIH-CLINICALCOLLECTION1	Dorrestein	403.248	N/A	0	18	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O	1	403.247	spectra/specs_ms.mgf	CCMSLIB00000079041	93200	UPDATE-SINGLE-ANNOTATED-GOLD	 
2531	M+H-H2O	81232	1	Spectral Match to Dehydrocholic acid from NIST14	Isolated	Data deposited by rsilva	0.0	spectra/specs_ms.mgf2531	N/A	N/A	HCD	Positive	ESI	385.237	lib-00032.mgf	Bronze	3	0.863438	0	0	1	GNPS-NIST14-MATCHES	Data from Rob Knight	385.237	N/A	0	13	N/A	1	385.237	spectra/specs_ms.mgf	CCMSLIB00003137997	18546	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2532	M-H2O+H	 	1	"(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid"	crude	Emily Gentry	388.261	spectra/specs_ms.mgf2532	"InChI=1S/C24H36O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h4,7,14-19,22,25H,5-6,8-13H2,1-3H3,(H,27,28)/b7-4+/t14-,15+,16-,17-,18+,19+,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	371.258	lib-00001.mgf	Gold	1	0.753993	1.06861	0.000396729	1	BILELIB19	Dorrestein	371.258	 	0	11	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)CC[C@@]3([H])[C@@]2([H])C(C[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)=O)/C=C/C(O)=O	1	371.258	spectra/specs_ms.mgf	CCMSLIB00005464805	18870	UPDATE-SINGLE-ANNOTATED-GOLD	 
2533	M+H	 	1	"(R)-4-((3S,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	406.272	spectra/specs_ms.mgf2533	"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-19,22,25-26H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19-,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	407.279	lib-00001.mgf	Gold	1	0.774461	0.749304	0.000305176	1	BILELIB19	Dorrestein	407.279	 	0	14	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)C(C[C@@]3([H])[C@@]2([H])[C@H](O)C[C@@]4([H])[C@]3(C)CC[C@H](O)C4)=O)CCC(O)=O	1	407.279	spectra/specs_ms.mgf	CCMSLIB00005464785	168100	UPDATE-SINGLE-ANNOTATED-GOLD	 
2535	M+H	17364168	1	Spectral Match to Lyso-PC(16:0) from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.mgf2535	N/A	N/A	Q-TOF	Positive	ESI	496.339	lib-00032.mgf	Bronze	3	0.92724	0.79931	0.000396729	1	GNPS-NIST14-MATCHES	Data from Julia Gauglitz	496.339	N/A	0	11	N/A	1	496.339	spectra/specs_ms.mgf	CCMSLIB00003140032	379115	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2536	M-2H2O+H	 	1	"(R)-4-((3R,5R,6R,7R,8R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	424.283	spectra/specs_ms.mgf2536	"InChI=1S/C24H40O6/c1-12(4-7-19(27)28)14-5-6-15-20-16(11-18(26)24(14,15)3)23(2)9-8-13(25)10-17(23)21(29)22(20)30/h12-18,20-22,25-26,29-30H,4-11H2,1-3H3,(H,27,28)/t12-,13-,14-,15+,16+,17+,18+,20+,21-,22-,23-,24-/m1/s1"	N/A	qTof	Positive	ESI	389.269	lib-00001.mgf	Gold	1	0.729346	3.91986	0.00152588	1	BILELIB19	Dorrestein	389.269	 	0	9	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)[C@@H](O)C[C@@]3([H])[C@@]2([H])[C@@H](O)[C@H](O)[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)CCC(O)=O	1	389.267	spectra/specs_ms.mgf	CCMSLIB00005465702	43020	UPDATE-SINGLE-ANNOTATED-GOLD	 
2538	2M+Na	 	1	"(4R)-4-((5S,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	390.277	spectra/specs_ms.mgf2538	"InChI=1S/C24H38O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-15,17-20,22,26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,17-,18+,19+,20-,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	803.543	lib-00001.mgf	Gold	1	0.895132	0.835533	0.000671387	1	BILELIB19	Dorrestein	803.543	 	0	11	[H][C@@]1([C@H](O)C[C@@H]2[C@]3(C)CCC(C2)=O)[C@@H]3CC[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	1	803.544	spectra/specs_ms.mgf	CCMSLIB00005465352	147823	UPDATE-SINGLE-ANNOTATED-GOLD	 
2539	2M+H	 	1	"(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7,12-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	404.256	spectra/specs_ms.mgf2539	"InChI=1S/C24H36O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-18,22,25H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	809.52	lib-00001.mgf	Gold	1	0.928248	0.150793	0.00012207	1	BILELIB19	Dorrestein	809.52	 	0	16	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)C(C[C@@]3([H])[C@@]2([H])C(C[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)=O)=O)CCC(O)=O	1	809.52	spectra/specs_ms.mgf	CCMSLIB00005464812	225466	UPDATE-SINGLE-ANNOTATED-GOLD	 
2541	2M+H	 	1	"(R)-4-((3R,5R,8S,9S,10R,13R,14S,17R)-3-hydroxy-10,13-dimethyl-6-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	390.277	spectra/specs_ms.mgf2541	"InChI=1S/C24H38O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-20,25H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17-,18+,19+,20+,23-,24-/m1/s1"	N/A	qTof	Positive	ESI	781.561	lib-00001.mgf	Gold	1	0.928706	0.546657	0.000427246	1	BILELIB19	Dorrestein	781.561	 	0	16	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)CC[C@@]3([H])[C@@]2([H])CC([C@@]4([H])[C@]3(C)CC[C@@H](O)C4)=O)CCC(O)=O	1	781.561	spectra/specs_ms.mgf	CCMSLIB00005464733	295755	UPDATE-SINGLE-ANNOTATED-GOLD	 
2544	2M+Na	 	1	"(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7,12-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	404.256	spectra/specs_ms.mgf2544	"InChI=1S/C24H36O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-18,22,25H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	831.502	lib-00001.mgf	Gold	1	0.933363	0.587228	0.000488281	1	BILELIB19	Dorrestein	831.502	 	0	22	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)C(C[C@@]3([H])[C@@]2([H])C(C[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)=O)=O)CCC(O)=O	1	831.503	spectra/specs_ms.mgf	CCMSLIB00005464809	40008	UPDATE-SINGLE-ANNOTATED-GOLD	 
2546	2M+H	 	1	"(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7,12-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	404.256	spectra/specs_ms.mgf2546	"InChI=1S/C24H36O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-18,22,25H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	809.52	lib-00001.mgf	Gold	1	0.719843	0.376984	0.000305176	1	BILELIB19	Dorrestein	809.52	 	0	15	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)C(C[C@@]3([H])[C@@]2([H])C(C[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)=O)=O)CCC(O)=O	1	809.52	spectra/specs_ms.mgf	CCMSLIB00005464812	100834	UPDATE-SINGLE-ANNOTATED-GOLD	 
2550	M+H	 	1	N-Oleoylethanolamine	Commercial	lfnothias	0.0	spectra/specs_ms.mgf2550	 	 	qTof	Positive	LC-ESI	326.306	lib-00013.mgf	Bronze	3	0.807412	2.43163	0.000793457	1	GNPS-LIBRARY	Dorrestein	326.306	 	0	12	CCCCCCCC\C=C/CCCCCCCC(=O)NCCO	1	326.305	spectra/specs_ms.mgf	CCMSLIB00004684205	11425	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2559	2M+H	83443	1	Spectral Match to Deoxycholic acid from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf2559	N/A	N/A	Q-TOF	Positive	ESI	785.593	lib-00032.mgf	Bronze	3	0.921501	0.776931	0.000610352	1	GNPS-NIST14-MATCHES	Data from Karin	785.593	N/A	0	19	N/A	1	785.592	spectra/specs_ms.mgf	CCMSLIB00003135382	182450	UPDATE-SINGLE-ANNOTATED-BRONZE	 
256	M-H2O+H	 	1	"(4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	392.293	spectra/specs_ms.mgf256	"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	375.289	lib-00001.mgf	Gold	1	0.884417	1.30108	0.000488281	1	BILELIB19	Dorrestein	375.289	 	0	19	[H][C@@]1([C@@H](O)C[C@H]2[C@]3(C)CC[C@@H](O)C2)[C@@H]3CC[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	1	375.289	spectra/specs_ms.mgf	CCMSLIB00005465381	122650	UPDATE-SINGLE-ANNOTATED-GOLD	 
2565	M+H	19420576	1	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2565	N/A	N/A	HCD	Positive	ESI	524.371	lib-00032.mgf	Bronze	3	0.926112	2.56073	0.00134277	1	GNPS-NIST14-MATCHES	Data from P.Dorrestein	524.371	N/A	0	8	N/A	1	524.37	spectra/specs_ms.mgf	CCMSLIB00003136720	101231	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2567	M+H	 	1	"(R)-4-((5S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-3,6-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	388.261	spectra/specs_ms.mgf2567	"InChI=1S/C24H36O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14,16-20H,4-13H2,1-3H3,(H,27,28)/t14-,16+,17-,18+,19+,20-,23-,24-/m1/s1"	N/A	qTof	Positive	ESI	389.269	lib-00001.mgf	Gold	1	0.708566	3.37108	0.00131226	1	BILELIB19	Dorrestein	389.269	 	0	12	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)CC[C@@]3([H])[C@@]2([H])CC([C@]4([H])[C@]3(C)CCC(C4)=O)=O)CCC(O)=O	1	389.268	spectra/specs_ms.mgf	CCMSLIB00005464800	99040	UPDATE-SINGLE-ANNOTATED-GOLD	 
2578	M+H	53862354	1	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	Isolated	Data deposited by alchemistmatt	0.0	spectra/specs_ms.mgf2578	N/A	N/A	HCD	Positive	ESI	454.29	lib-00032.mgf	Bronze	3	0.830494	6.58329	0.00299072	1	GNPS-NIST14-MATCHES	Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric	454.29	N/A	0	8	N/A	1	454.293	spectra/specs_ms.mgf	CCMSLIB00003136005	137030	UPDATE-SINGLE-ANNOTATED-BRONZE	 
